Date/Time,Lat,Lon,Base,Hour,Day,Date,Month,Weekday,DayType
9/7/2014 21:36:00,40.7026,-73.9876,B02617,21,7,2014-09-07,Sep,Sun,Weekend
8/15/2014 19:21:00,40.7461,-73.9944,B02617,19,15,2014-08-15,Aug,Fri,Weekday
5/14/2014 20:31:00,40.7435,-74.0075,B02682,20,14,2014-05-14,May,Wed,Weekday
5/24/2014 21:34:00,40.7404,-74.0083,B02598,21,24,2014-05-24,May,Sat,Weekend
7/20/2014 5:12:00,40.7054,-74.0169,B02598,5,20,2014-07-20,Jul,Sun,Weekend
4/25/2014 23:20:00,40.7303,-73.9862,B02617,23,25,2014-04-25,Apr,Fri,Weekday
4/18/2014 14:40:00,40.7641,-73.971,B02512,14,18,2014-04-18,Apr,Fri,Weekday
9/8/2014 5:24:00,40.7676,-73.9925,B02598,5,8,2014-09-08,Sep,Mon,Weekday
9/9/2014 10:46:00,40.7478,-74.0044,B02682,10,9,2014-09-09,Sep,Tue,Weekday
8/23/2014 22:27:00,40.7849,-73.9537,B02617,22,23,2014-08-23,Aug,Sat,Weekend
6/18/2014 15:09:00,40.7302,-73.9909,B02682,15,18,2014-06-18,Jun,Wed,Weekday
9/22/2014 7:59:00,40.6915,-73.9907,B02598,7,22,2014-09-22,Sep,Mon,Weekday
5/12/2014 15:55:00,40.7058,-74.0099,B02598,15,12,2014-05-12,May,Mon,Weekday
9/20/2014 3:11:00,40.7666,-73.9967,B02598,3,20,2014-09-20,Sep,Sat,Weekend
7/19/2014 12:11:00,40.7479,-73.9916,B02598,12,19,2014-07-19,Jul,Sat,Weekend
6/9/2014 18:45:00,40.7562,-73.9813,B02682,18,9,2014-06-09,Jun,Mon,Weekday
4/27/2014 21:33:00,40.7271,-73.9588,B02598,21,27,2014-04-27,Apr,Sun,Weekend
8/16/2014 2:39:00,40.7026,-73.9266,B02682,2,16,2014-08-16,Aug,Sat,Weekend
9/30/2014 17:05:00,40.734,-73.9929,B02598,17,30,2014-09-30,Sep,Tue,Weekday
8/8/2014 16:15:00,40.774,-73.8716,B02682,16,8,2014-08-08,Aug,Fri,Weekday
4/3/2014 5:45:00,40.7163,-73.9408,B02598,5,3,2014-04-03,Apr,Thu,Weekday
9/4/2014 12:25:00,40.6461,-73.7768,B02512,12,4,2014-09-04,Sep,Thu,Weekday
8/28/2014 11:14:00,40.8357,-73.9431,B02764,11,28,2014-08-28,Aug,Thu,Weekday
5/8/2014 18:06:00,40.7263,-74.0075,B02598,18,8,2014-05-08,May,Thu,Weekday
7/27/2014 12:09:00,40.6672,-73.9879,B02682,12,27,2014-07-27,Jul,Sun,Weekend
8/14/2014 7:56:00,40.7739,-73.8718,B02682,7,14,2014-08-14,Aug,Thu,Weekday
6/18/2014 13:22:00,40.7414,-74.0065,B02682,13,18,2014-06-18,Jun,Wed,Weekday
8/6/2014 17:14:00,40.7665,-73.982,B02682,17,6,2014-08-06,Aug,Wed,Weekday
8/2/2014 23:44:00,40.7526,-73.9702,B02598,23,2,2014-08-02,Aug,Sat,Weekend
6/24/2014 6:13:00,40.777,-73.9777,B02682,6,24,2014-06-24,Jun,Tue,Weekday
9/20/2014 15:18:00,40.7312,-73.9901,B02617,15,20,2014-09-20,Sep,Sat,Weekend
9/10/2014 9:56:00,40.7335,-73.9816,B02598,9,10,2014-09-10,Sep,Wed,Weekday
5/16/2014 13:01:00,40.7547,-73.983,B02682,13,16,2014-05-16,May,Fri,Weekday
9/19/2014 14:54:00,40.7585,-73.9734,B02512,14,19,2014-09-19,Sep,Fri,Weekday
9/5/2014 11:11:00,40.714,-73.9919,B02682,11,5,2014-09-05,Sep,Fri,Weekday
7/8/2014 18:50:00,40.7453,-73.9278,B02682,18,8,2014-07-08,Jul,Tue,Weekday
9/3/2014 6:31:00,40.8452,-73.8533,B02764,6,3,2014-09-03,Sep,Wed,Weekday
4/13/2014 11:12:00,40.7615,-73.9919,B02682,11,13,2014-04-13,Apr,Sun,Weekend
9/4/2014 20:20:00,40.7531,-73.9836,B02617,20,4,2014-09-04,Sep,Thu,Weekday
8/26/2014 18:51:00,40.7649,-73.9808,B02617,18,26,2014-08-26,Aug,Tue,Weekday
5/22/2014 22:52:00,40.6998,-73.9947,B02598,22,22,2014-05-22,May,Thu,Weekday
8/22/2014 21:15:00,40.7359,-73.9894,B02764,21,22,2014-08-22,Aug,Fri,Weekday
5/22/2014 23:41:00,40.7345,-73.9899,B02598,23,22,2014-05-22,May,Thu,Weekday
9/25/2014 15:51:00,40.6428,-73.7896,B02617,15,25,2014-09-25,Sep,Thu,Weekday
5/17/2014 23:00:00,40.727,-74.0019,B02682,23,17,2014-05-17,May,Sat,Weekend
5/4/2014 8:49:00,40.723,-73.9838,B02598,8,4,2014-05-04,May,Sun,Weekend
5/28/2014 15:21:00,40.7399,-73.9825,B02598,15,28,2014-05-28,May,Wed,Weekday
8/24/2014 1:02:00,40.7757,-73.9533,B02598,1,24,2014-08-24,Aug,Sun,Weekend
7/29/2014 18:58:00,40.7522,-74.0052,B02598,18,29,2014-07-29,Jul,Tue,Weekday
5/7/2014 7:12:00,40.7328,-74.0023,B02682,7,7,2014-05-07,May,Wed,Weekday
9/28/2014 6:56:00,40.7001,-73.912,B02617,6,28,2014-09-28,Sep,Sun,Weekend
6/17/2014 17:43:00,40.7267,-73.9409,B02682,17,17,2014-06-17,Jun,Tue,Weekday
4/5/2014 16:47:00,40.774,-73.8727,B02682,16,5,2014-04-05,Apr,Sat,Weekend
7/20/2014 16:53:00,40.7585,-74,B02598,16,20,2014-07-20,Jul,Sun,Weekend
9/9/2014 20:27:00,40.7539,-73.9892,B02617,20,9,2014-09-09,Sep,Tue,Weekday
9/25/2014 18:38:00,40.7111,-74.0161,B02598,18,25,2014-09-25,Sep,Thu,Weekday
5/9/2014 8:18:00,40.7109,-74.0144,B02598,8,9,2014-05-09,May,Fri,Weekday
4/24/2014 15:39:00,40.7709,-73.9674,B02682,15,24,2014-04-24,Apr,Thu,Weekday
5/9/2014 16:01:00,40.7686,-73.8626,B02598,16,9,2014-05-09,May,Fri,Weekday
6/6/2014 12:40:00,40.6171,-74.0052,B02682,12,6,2014-06-06,Jun,Fri,Weekday
7/2/2014 15:23:00,40.7401,-74.0058,B02682,15,2,2014-07-02,Jul,Wed,Weekday
5/14/2014 15:49:00,40.7705,-73.9582,B02598,15,14,2014-05-14,May,Wed,Weekday
9/24/2014 14:20:00,40.9115,-73.7804,B02617,14,24,2014-09-24,Sep,Wed,Weekday
8/23/2014 8:28:00,40.7257,-73.8725,B02617,8,23,2014-08-23,Aug,Sat,Weekend
7/4/2014 19:29:00,40.7824,-73.9465,B02598,19,4,2014-07-04,Jul,Fri,Weekday
7/4/2014 2:07:00,40.7245,-73.9933,B02598,2,4,2014-07-04,Jul,Fri,Weekday
9/10/2014 17:38:00,40.7404,-73.9891,B02598,17,10,2014-09-10,Sep,Wed,Weekday
9/7/2014 16:08:00,40.7336,-73.9875,B02617,16,7,2014-09-07,Sep,Sun,Weekend
4/22/2014 9:02:00,40.6942,-73.9951,B02617,9,22,2014-04-22,Apr,Tue,Weekday
9/21/2014 22:56:00,40.7129,-73.9574,B02682,22,21,2014-09-21,Sep,Sun,Weekend
5/15/2014 1:41:00,40.7637,-73.9962,B02682,1,15,2014-05-15,May,Thu,Weekday
9/7/2014 5:44:00,40.7453,-73.9926,B02617,5,7,2014-09-07,Sep,Sun,Weekend
9/25/2014 18:02:00,40.7559,-73.9634,B02598,18,25,2014-09-25,Sep,Thu,Weekday
6/27/2014 6:47:00,40.7368,-73.9783,B02682,6,27,2014-06-27,Jun,Fri,Weekday
7/30/2014 16:35:00,40.764,-73.9737,B02617,16,30,2014-07-30,Jul,Wed,Weekday
9/26/2014 9:55:00,40.7076,-74.007,B02764,9,26,2014-09-26,Sep,Fri,Weekday
9/6/2014 22:22:00,40.6773,-73.9689,B02598,22,6,2014-09-06,Sep,Sat,Weekend
5/18/2014 19:07:00,40.7697,-73.981,B02617,19,18,2014-05-18,May,Sun,Weekend
8/20/2014 19:06:00,40.7747,-73.99,B02617,19,20,2014-08-20,Aug,Wed,Weekday
7/11/2014 9:16:00,40.7452,-74.0077,B02682,9,11,2014-07-11,Jul,Fri,Weekday
6/2/2014 14:04:00,40.7188,-74.0045,B02617,14,2,2014-06-02,Jun,Mon,Weekday
8/15/2014 22:48:00,40.7203,-73.9935,B02512,22,15,2014-08-15,Aug,Fri,Weekday
9/24/2014 6:01:00,40.7159,-73.9576,B02617,6,24,2014-09-24,Sep,Wed,Weekday
8/12/2014 18:44:00,40.7585,-73.9713,B02617,18,12,2014-08-12,Aug,Tue,Weekday
9/8/2014 22:46:00,40.6448,-73.782,B02512,22,8,2014-09-08,Sep,Mon,Weekday
9/8/2014 15:39:00,40.6464,-73.7902,B02512,15,8,2014-09-08,Sep,Mon,Weekday
9/19/2014 8:15:00,40.7302,-73.9778,B02617,8,19,2014-09-19,Sep,Fri,Weekday
4/10/2014 7:17:00,40.7326,-73.9801,B02598,7,10,2014-04-10,Apr,Thu,Weekday
8/5/2014 12:11:00,40.7479,-73.989,B02617,12,5,2014-08-05,Aug,Tue,Weekday
6/9/2014 14:24:00,40.7597,-73.987,B02617,14,9,2014-06-09,Jun,Mon,Weekday
5/29/2014 15:09:00,40.7562,-73.9767,B02617,15,29,2014-05-29,May,Thu,Weekday
9/23/2014 17:22:00,40.7526,-73.9874,B02598,17,23,2014-09-23,Sep,Tue,Weekday
8/1/2014 16:01:00,40.7687,-73.9683,B02617,16,1,2014-08-01,Aug,Fri,Weekday
7/30/2014 17:13:00,40.7436,-73.9891,B02617,17,30,2014-07-30,Jul,Wed,Weekday
6/13/2014 14:59:00,40.7398,-73.9951,B02598,14,13,2014-06-13,Jun,Fri,Weekday
9/7/2014 12:23:00,40.7586,-73.9772,B02682,12,7,2014-09-07,Sep,Sun,Weekend
6/25/2014 20:57:00,40.7279,-74.0055,B02617,20,25,2014-06-25,Jun,Wed,Weekday
9/29/2014 7:34:00,40.7057,-73.9369,B02764,7,29,2014-09-29,Sep,Mon,Weekday
8/29/2014 21:43:00,40.7542,-73.9958,B02617,21,29,2014-08-29,Aug,Fri,Weekday
6/19/2014 22:26:00,40.7602,-73.974,B02598,22,19,2014-06-19,Jun,Thu,Weekday
6/18/2014 11:00:00,40.7136,-73.963,B02598,11,18,2014-06-18,Jun,Wed,Weekday
8/19/2014 19:04:00,40.7556,-73.9859,B02617,19,19,2014-08-19,Aug,Tue,Weekday
7/28/2014 18:13:00,40.7239,-74.0042,B02617,18,28,2014-07-28,Jul,Mon,Weekday
4/23/2014 16:39:00,40.7568,-73.9732,B02764,16,23,2014-04-23,Apr,Wed,Weekday
9/7/2014 17:09:00,40.7274,-73.9837,B02682,17,7,2014-09-07,Sep,Sun,Weekend
5/22/2014 9:12:00,40.7166,-74.0052,B02682,9,22,2014-05-22,May,Thu,Weekday
5/10/2014 19:06:00,40.7329,-73.986,B02512,19,10,2014-05-10,May,Sat,Weekend
8/28/2014 18:06:00,40.7149,-73.9649,B02682,18,28,2014-08-28,Aug,Thu,Weekday
6/16/2014 16:07:00,40.7551,-73.9714,B02682,16,16,2014-06-16,Jun,Mon,Weekday
8/24/2014 18:03:00,40.8053,-73.9393,B02617,18,24,2014-08-24,Aug,Sun,Weekend
7/13/2014 14:47:00,40.7341,-73.9911,B02598,14,13,2014-07-13,Jul,Sun,Weekend
5/2/2014 12:58:00,40.7647,-73.9471,B02682,12,2,2014-05-02,May,Fri,Weekday
9/4/2014 6:14:00,40.7729,-73.9618,B02682,6,4,2014-09-04,Sep,Thu,Weekday
7/20/2014 6:25:00,40.7312,-73.9595,B02682,6,20,2014-07-20,Jul,Sun,Weekend
9/30/2014 12:20:00,40.7599,-73.975,B02764,12,30,2014-09-30,Sep,Tue,Weekday
6/24/2014 15:56:00,40.6726,-73.9834,B02617,15,24,2014-06-24,Jun,Tue,Weekday
6/26/2014 2:15:00,40.739,-74.0009,B02598,2,26,2014-06-26,Jun,Thu,Weekday
6/3/2014 21:03:00,40.83,-73.9298,B02598,21,3,2014-06-03,Jun,Tue,Weekday
8/27/2014 12:30:00,40.753,-73.9872,B02617,12,27,2014-08-27,Aug,Wed,Weekday
5/7/2014 22:58:00,40.7389,-73.9928,B02682,22,7,2014-05-07,May,Wed,Weekday
5/21/2014 19:21:00,40.7513,-73.9935,B02598,19,21,2014-05-21,May,Wed,Weekday
8/23/2014 12:51:00,40.6388,-73.9729,B02617,12,23,2014-08-23,Aug,Sat,Weekend
9/5/2014 11:46:00,40.6836,-73.9757,B02617,11,5,2014-09-05,Sep,Fri,Weekday
7/2/2014 5:40:00,40.7259,-74.009,B02682,5,2,2014-07-02,Jul,Wed,Weekday
8/21/2014 21:37:00,40.7551,-73.9876,B02764,21,21,2014-08-21,Aug,Thu,Weekday
5/27/2014 6:25:00,40.7061,-73.929,B02598,6,27,2014-05-27,May,Tue,Weekday
5/1/2014 4:48:00,40.6821,-73.9909,B02682,4,1,2014-05-01,May,Thu,Weekday
6/8/2014 17:19:00,40.7538,-73.9971,B02617,17,8,2014-06-08,Jun,Sun,Weekend
8/16/2014 6:56:00,40.6469,-73.7886,B02617,6,16,2014-08-16,Aug,Sat,Weekend
9/27/2014 19:30:00,40.7405,-73.9822,B02764,19,27,2014-09-27,Sep,Sat,Weekend
8/8/2014 14:40:00,40.7378,-73.994,B02598,14,8,2014-08-08,Aug,Fri,Weekday
9/23/2014 9:04:00,40.7473,-74.0029,B02617,9,23,2014-09-23,Sep,Tue,Weekday
6/16/2014 15:15:00,40.7522,-73.9755,B02764,15,16,2014-06-16,Jun,Mon,Weekday
6/20/2014 12:07:00,40.755,-73.9883,B02598,12,20,2014-06-20,Jun,Fri,Weekday
8/16/2014 17:45:00,40.7593,-73.9747,B02617,17,16,2014-08-16,Aug,Sat,Weekend
9/6/2014 15:34:00,40.7193,-73.9939,B02617,15,6,2014-09-06,Sep,Sat,Weekend
7/22/2014 14:42:00,40.7753,-73.9635,B02598,14,22,2014-07-22,Jul,Tue,Weekday
7/2/2014 20:13:00,40.7507,-73.9693,B02617,20,2,2014-07-02,Jul,Wed,Weekday
5/25/2014 22:16:00,40.6824,-73.9937,B02598,22,25,2014-05-25,May,Sun,Weekend
9/8/2014 17:32:00,40.7784,-73.9112,B02617,17,8,2014-09-08,Sep,Mon,Weekday
8/30/2014 15:50:00,40.7378,-73.9937,B02764,15,30,2014-08-30,Aug,Sat,Weekend
9/17/2014 13:43:00,40.7046,-74.0095,B02617,13,17,2014-09-17,Sep,Wed,Weekday
6/5/2014 14:55:00,40.7734,-73.9552,B02682,14,5,2014-06-05,Jun,Thu,Weekday
9/13/2014 20:01:00,40.755,-73.9733,B02598,20,13,2014-09-13,Sep,Sat,Weekend
9/21/2014 0:36:00,40.7123,-74.0088,B02512,0,21,2014-09-21,Sep,Sun,Weekend
5/17/2014 21:17:00,40.7713,-73.982,B02682,21,17,2014-05-17,May,Sat,Weekend
4/5/2014 21:11:00,40.7178,-74.0073,B02617,21,5,2014-04-05,Apr,Sat,Weekend
8/17/2014 21:04:00,40.7612,-73.9753,B02617,21,17,2014-08-17,Aug,Sun,Weekend
6/6/2014 9:44:00,40.7536,-73.9807,B02617,9,6,2014-06-06,Jun,Fri,Weekday
7/25/2014 14:31:00,40.7528,-73.9731,B02598,14,25,2014-07-25,Jul,Fri,Weekday
6/30/2014 12:23:00,40.6438,-73.7901,B02682,12,30,2014-06-30,Jun,Mon,Weekday
7/15/2014 5:38:00,40.7205,-73.9561,B02598,5,15,2014-07-15,Jul,Tue,Weekday
5/23/2014 13:10:00,40.7647,-73.9706,B02598,13,23,2014-05-23,May,Fri,Weekday
8/26/2014 21:40:00,40.7433,-74.0076,B02512,21,26,2014-08-26,Aug,Tue,Weekday
7/17/2014 12:00:00,40.675,-74.013,B02512,12,17,2014-07-17,Jul,Thu,Weekday
9/13/2014 20:08:00,40.741,-73.9942,B02617,20,13,2014-09-13,Sep,Sat,Weekend
9/3/2014 18:07:00,40.7888,-73.9773,B02598,18,3,2014-09-03,Sep,Wed,Weekday
7/1/2014 15:27:00,40.7195,-74.0043,B02598,15,1,2014-07-01,Jul,Tue,Weekday
4/24/2014 16:20:00,40.7186,-74.0089,B02617,16,24,2014-04-24,Apr,Thu,Weekday
6/22/2014 15:59:00,40.6972,-73.9648,B02682,15,22,2014-06-22,Jun,Sun,Weekend
8/13/2014 23:43:00,40.7199,-74.0002,B02617,23,13,2014-08-13,Aug,Wed,Weekday
6/13/2014 7:56:00,40.723,-73.9399,B02682,7,13,2014-06-13,Jun,Fri,Weekday
6/30/2014 21:19:00,40.7631,-73.9737,B02617,21,30,2014-06-30,Jun,Mon,Weekday
6/29/2014 2:11:00,40.7564,-73.9724,B02598,2,29,2014-06-29,Jun,Sun,Weekend
4/26/2014 18:38:00,40.7591,-73.9628,B02682,18,26,2014-04-26,Apr,Sat,Weekend
8/1/2014 18:01:00,40.7176,-74.0106,B02598,18,1,2014-08-01,Aug,Fri,Weekday
8/24/2014 17:55:00,40.7531,-73.9957,B02617,17,24,2014-08-24,Aug,Sun,Weekend
6/29/2014 15:20:00,40.7322,-73.9804,B02617,15,29,2014-06-29,Jun,Sun,Weekend
7/13/2014 18:40:00,40.7173,-73.9988,B02598,18,13,2014-07-13,Jul,Sun,Weekend
7/8/2014 5:01:00,40.6446,-73.7819,B02617,5,8,2014-07-08,Jul,Tue,Weekday
6/23/2014 21:52:00,40.742,-74.0295,B02598,21,23,2014-06-23,Jun,Mon,Weekday
8/2/2014 6:16:00,40.8454,-73.8883,B02598,6,2,2014-08-02,Aug,Sat,Weekend
7/24/2014 11:37:00,40.7349,-73.989,B02598,11,24,2014-07-24,Jul,Thu,Weekday
4/25/2014 18:02:00,40.7507,-73.9715,B02598,18,25,2014-04-25,Apr,Fri,Weekday
7/14/2014 18:48:00,40.7387,-73.9885,B02617,18,14,2014-07-14,Jul,Mon,Weekday
7/6/2014 6:30:00,40.7059,-74.007,B02598,6,6,2014-07-06,Jul,Sun,Weekend
7/12/2014 9:14:00,40.7258,-74.0009,B02598,9,12,2014-07-12,Jul,Sat,Weekend
6/10/2014 16:26:00,40.7178,-74,B02682,16,10,2014-06-10,Jun,Tue,Weekday
7/12/2014 23:01:00,40.703,-74.0097,B02682,23,12,2014-07-12,Jul,Sat,Weekend
8/19/2014 22:18:00,40.8277,-73.9255,B02764,22,19,2014-08-19,Aug,Tue,Weekday
7/30/2014 15:19:00,40.7752,-73.9201,B02617,15,30,2014-07-30,Jul,Wed,Weekday
8/30/2014 21:59:00,40.7506,-73.9985,B02598,21,30,2014-08-30,Aug,Sat,Weekend
5/2/2014 16:46:00,40.7837,-73.949700000000007,B02682,16,2,2014-05-02,May,Fri,Weekday
9/25/2014 14:14:00,40.7212,-73.9924,B02764,14,25,2014-09-25,Sep,Thu,Weekday
9/11/2014 19:52:00,40.7349,-73.985,B02764,19,11,2014-09-11,Sep,Thu,Weekday
8/30/2014 20:41:00,40.733,-74,B02598,20,30,2014-08-30,Aug,Sat,Weekend
5/22/2014 14:24:00,40.7636,-73.9651,B02598,14,22,2014-05-22,May,Thu,Weekday
7/24/2014 19:02:00,40.7212,-74.0018,B02682,19,24,2014-07-24,Jul,Thu,Weekday
9/20/2014 6:43:00,40.7688,-73.8673,B02764,6,20,2014-09-20,Sep,Sat,Weekend
6/4/2014 13:16:00,40.677,-73.8029,B02617,13,4,2014-06-04,Jun,Wed,Weekday
9/13/2014 14:58:00,40.7713,-73.9643,B02617,14,13,2014-09-13,Sep,Sat,Weekend
9/15/2014 17:27:00,40.7212,-73.9986,B02764,17,15,2014-09-15,Sep,Mon,Weekday
6/11/2014 22:42:00,40.7915,-73.9532,B02617,22,11,2014-06-11,Jun,Wed,Weekday
8/9/2014 17:51:00,40.7246,-73.9918,B02682,17,9,2014-08-09,Aug,Sat,Weekend
6/9/2014 8:30:00,40.7678,-73.9855,B02617,8,9,2014-06-09,Jun,Mon,Weekday
4/20/2014 4:50:00,40.772,-73.9893,B02682,4,20,2014-04-20,Apr,Sun,Weekend
7/1/2014 7:13:00,40.7766,-73.9599,B02682,7,1,2014-07-01,Jul,Tue,Weekday
6/26/2014 9:12:00,40.7258,-74.0054,B02682,9,26,2014-06-26,Jun,Thu,Weekday
6/6/2014 22:35:00,40.7142,-73.9552,B02682,22,6,2014-06-06,Jun,Fri,Weekday
9/1/2014 6:07:00,40.7222,-73.9575,B02598,6,1,2014-09-01,Sep,Mon,Weekday
7/30/2014 0:20:00,40.7376,-73.9936,B02617,0,30,2014-07-30,Jul,Wed,Weekday
9/21/2014 6:53:00,40.7173,-73.9605,B02682,6,21,2014-09-21,Sep,Sun,Weekend
8/28/2014 17:12:00,40.7668,-73.8951,B02682,17,28,2014-08-28,Aug,Thu,Weekday
8/9/2014 13:23:00,40.8023,-73.9587,B02682,13,9,2014-08-09,Aug,Sat,Weekend
7/23/2014 20:30:00,40.7549,-73.973,B02617,20,23,2014-07-23,Jul,Wed,Weekday
7/3/2014 20:16:00,40.7729,-73.9461,B02598,20,3,2014-07-03,Jul,Thu,Weekday
8/12/2014 20:52:00,40.7518,-73.9707,B02598,20,12,2014-08-12,Aug,Tue,Weekday
9/13/2014 5:40:00,40.6935,-73.9887,B02682,5,13,2014-09-13,Sep,Sat,Weekend
4/3/2014 12:55:00,40.6896,-73.9924,B02682,12,3,2014-04-03,Apr,Thu,Weekday
8/12/2014 14:08:00,40.7607,-73.9761,B02598,14,12,2014-08-12,Aug,Tue,Weekday
9/11/2014 16:22:00,40.7708,-73.949,B02598,16,11,2014-09-11,Sep,Thu,Weekday
5/30/2014 19:53:00,40.7525,-73.9676,B02682,19,30,2014-05-30,May,Fri,Weekday
5/13/2014 17:48:00,40.7469,-74.0048,B02682,17,13,2014-05-13,May,Tue,Weekday
4/16/2014 10:04:00,40.7426,-73.9921,B02682,10,16,2014-04-16,Apr,Wed,Weekday
9/29/2014 13:49:00,40.7414,-74.0007,B02617,13,29,2014-09-29,Sep,Mon,Weekday
4/7/2014 16:50:00,40.745,-73.9916,B02617,16,7,2014-04-07,Apr,Mon,Weekday
8/31/2014 16:36:00,40.735,-74.0048,B02598,16,31,2014-08-31,Aug,Sun,Weekend
4/16/2014 21:46:00,40.7409,-74.0075,B02598,21,16,2014-04-16,Apr,Wed,Weekday
5/13/2014 20:57:00,40.8317,-73.9262,B02682,20,13,2014-05-13,May,Tue,Weekday
9/1/2014 15:35:00,40.7197,-73.9999,B02617,15,1,2014-09-01,Sep,Mon,Weekday
7/19/2014 1:10:00,40.7419,-74.0074,B02617,1,19,2014-07-19,Jul,Sat,Weekend
5/3/2014 15:03:00,40.7264,-73.9932,B02598,15,3,2014-05-03,May,Sat,Weekend
9/17/2014 14:34:00,40.7424,-73.9844,B02617,14,17,2014-09-17,Sep,Wed,Weekday
9/8/2014 19:59:00,40.77,-73.9617,B02598,19,8,2014-09-08,Sep,Mon,Weekday
8/28/2014 22:49:00,40.7347,-74.0002,B02617,22,28,2014-08-28,Aug,Thu,Weekday
6/28/2014 0:25:00,40.7221,-73.9962,B02598,0,28,2014-06-28,Jun,Sat,Weekend
8/28/2014 8:59:00,40.7791,-73.9826,B02617,8,28,2014-08-28,Aug,Thu,Weekday
6/18/2014 14:46:00,40.7564,-73.9778,B02598,14,18,2014-06-18,Jun,Wed,Weekday
6/2/2014 19:02:00,40.7546,-73.9774,B02682,19,2,2014-06-02,Jun,Mon,Weekday
7/7/2014 17:33:00,40.7529,-73.9819,B02682,17,7,2014-07-07,Jul,Mon,Weekday
7/7/2014 8:17:00,40.774,-73.8727,B02617,8,7,2014-07-07,Jul,Mon,Weekday
5/29/2014 18:55:00,40.7454,-74.0058,B02682,18,29,2014-05-29,May,Thu,Weekday
9/6/2014 16:24:00,40.7358,-73.9928,B02617,16,6,2014-09-06,Sep,Sat,Weekend
9/18/2014 18:08:00,40.7475,-74.0101,B02764,18,18,2014-09-18,Sep,Thu,Weekday
5/26/2014 16:16:00,40.7409,-73.9881,B02598,16,26,2014-05-26,May,Mon,Weekday
9/11/2014 20:46:00,40.721,-73.9935,B02598,20,11,2014-09-11,Sep,Thu,Weekday
8/11/2014 6:50:00,40.7384,-73.9878,B02617,6,11,2014-08-11,Aug,Mon,Weekday
8/9/2014 16:01:00,40.7734,-73.9823,B02682,16,9,2014-08-09,Aug,Sat,Weekend
9/11/2014 23:21:00,40.7421,-74.0008,B02764,23,11,2014-09-11,Sep,Thu,Weekday
9/7/2014 17:37:00,40.7792,-73.979,B02682,17,7,2014-09-07,Sep,Sun,Weekend
4/18/2014 23:49:00,40.8614,-73.9255,B02617,23,18,2014-04-18,Apr,Fri,Weekday
6/24/2014 13:35:00,40.7347,-74.0092,B02598,13,24,2014-06-24,Jun,Tue,Weekday
4/30/2014 18:05:00,40.726,-74.0088,B02598,18,30,2014-04-30,Apr,Wed,Weekday
7/25/2014 2:01:00,40.7321,-73.9993,B02617,2,25,2014-07-25,Jul,Fri,Weekday
9/29/2014 11:35:00,40.7091,-74.0163,B02617,11,29,2014-09-29,Sep,Mon,Weekday
9/26/2014 20:37:00,40.6932,-73.9691,B02682,20,26,2014-09-26,Sep,Fri,Weekday
5/22/2014 21:16:00,40.7258,-74.009,B02617,21,22,2014-05-22,May,Thu,Weekday
7/27/2014 7:52:00,40.7327,-73.9583,B02617,7,27,2014-07-27,Jul,Sun,Weekend
4/11/2014 23:04:00,40.6815,-73.9574,B02682,23,11,2014-04-11,Apr,Fri,Weekday
7/20/2014 19:34:00,40.7428,-73.9803,B02598,19,20,2014-07-20,Jul,Sun,Weekend
8/12/2014 22:22:00,40.7579,-73.9846,B02617,22,12,2014-08-12,Aug,Tue,Weekday
9/6/2014 20:45:00,40.672,-74.0107,B02598,20,6,2014-09-06,Sep,Sat,Weekend
8/15/2014 0:28:00,40.7259,-73.9848,B02617,0,15,2014-08-15,Aug,Fri,Weekday
5/10/2014 6:44:00,40.7226,-73.9484,B02682,6,10,2014-05-10,May,Sat,Weekend
8/28/2014 17:42:00,40.73,-73.9992,B02617,17,28,2014-08-28,Aug,Thu,Weekday
4/12/2014 9:21:00,40.741,-74.0075,B02682,9,12,2014-04-12,Apr,Sat,Weekend
9/12/2014 14:44:00,40.7038,-73.9867,B02598,14,12,2014-09-12,Sep,Fri,Weekday
7/8/2014 16:13:00,40.7523,-73.9694,B02617,16,8,2014-07-08,Jul,Tue,Weekday
8/22/2014 11:32:00,40.7095,-74.0148,B02682,11,22,2014-08-22,Aug,Fri,Weekday
7/8/2014 5:26:00,40.7437,-73.9928,B02598,5,8,2014-07-08,Jul,Tue,Weekday
8/5/2014 11:11:00,40.7309,-73.9913,B02598,11,5,2014-08-05,Aug,Tue,Weekday
8/18/2014 20:43:00,40.7378,-74.0083,B02512,20,18,2014-08-18,Aug,Mon,Weekday
5/31/2014 15:14:00,40.7329,-74.0017,B02598,15,31,2014-05-31,May,Sat,Weekend
8/28/2014 16:47:00,40.7649,-73.9747,B02617,16,28,2014-08-28,Aug,Thu,Weekday
4/12/2014 16:06:00,40.7082,-74.0032,B02617,16,12,2014-04-12,Apr,Sat,Weekend
7/12/2014 10:08:00,40.7716,-73.9656,B02598,10,12,2014-07-12,Jul,Sat,Weekend
4/2/2014 21:42:00,40.7515,-73.971,B02512,21,2,2014-04-02,Apr,Wed,Weekday
5/30/2014 11:05:00,40.7419,-74.0038,B02682,11,30,2014-05-30,May,Fri,Weekday
7/4/2014 0:12:00,40.7472,-74.0084,B02617,0,4,2014-07-04,Jul,Fri,Weekday
6/19/2014 23:55:00,40.6449,-73.7822,B02682,23,19,2014-06-19,Jun,Thu,Weekday
9/6/2014 8:22:00,40.7846,-73.9495,B02682,8,6,2014-09-06,Sep,Sat,Weekend
